FECHA;ITEM;ELEMENTO_ID;AVANCE;MONTO;OBS;ESTADO
2021-01-22;A.3.1.4;E10;1;0.63;;
2021-01-22;A.3.1.4;E11;1;0.63;;
2021-01-22;A.3.1.4;E12;1;0.63;;
2021-01-22;A.3.1.4;E13;0.5;0.315;;
2021-01-22;A.3.1.4;E14;0.5;0.315;;
2021-01-22;A.3.1.4;E15;0;0;;
2021-01-22;A.3.1.4;E16;0.5;0.315;;
2021-01-22;A.3.1.4;E17;0.5;0.315;;
2021-01-22;A.3.1.4;E18;1;0.63;;
2021-01-22;A.3.1.4;E19;0.5;0.315;;
2021-01-22;A.3.1.4;E20;1;0.63;;
2021-01-22;A.3.3.1;E01;0.041666667;0.4509375;;
2021-01-22;A.3.3.1;E02;0;0;;
2021-01-22;A.3.3.1;E03;0;0;;
2021-01-22;A.3.3.1;E04;0.5;5.41125;;
2021-01-22;A.3.3.1;E05;0.4;4.329;;
2021-01-22;A.3.3.1;E06;0.35;3.787875;;
2021-01-22;A.3.3.1;E07;0;0;;
2021-01-22;A.3.3.1;E08;0;0;;
2021-01-22;A.3.3.1;E09;0.4;4.329;;
2021-01-22;A.3.3.1;E10;1;10.8225;;
2021-01-22;A.3.3.1;E11;1;10.8225;;
2021-01-22;A.3.3.1;E12;1;10.8225;;
2021-01-22;A.3.3.1;E13;0;0;;
2021-01-22;A.3.3.1;E14;0.083333333;0.901875;;
2021-01-22;A.3.3.1;E15;0;0;;
2021-01-22;A.3.3.1;E16;0.083333333;0.901875;;
2021-01-22;A.3.3.1;E17;0.083333333;0.901875;;
2021-01-22;A.3.3.1;E18;0.1;1.08225;;
2021-01-22;A.3.3.1;E19;0;0;;
2021-01-22;A.3.3.1;E20;1;10.8225;;
2021-01-22;A.3.3.2;E01;0.041666667;0.0975;;
2021-01-22;A.3.3.2;E02;0;0;;
2021-01-22;A.3.3.2;E03;0;0;;
2021-01-22;A.3.3.2;E04;0.5;1.17;;
2021-01-22;A.3.3.2;E05;0.4;0.936;;
2021-01-22;A.3.3.2;E06;0.35;0.819;;
2021-01-22;A.3.3.2;E07;0;0;;
2021-01-22;A.3.3.2;E08;0;0;;
2021-01-22;A.3.3.2;E09;0.4;0.936;;
2021-01-22;A.3.3.2;E10;1;2.34;;
2021-01-22;A.3.3.2;E11;1;2.34;;
2021-01-22;A.3.3.2;E12;1;2.34;;
2021-01-22;A.3.3.2;E13;0;0;;
2021-01-22;A.3.3.2;E14;0.083333333;0.195;;
2021-01-22;A.3.3.2;E15;0;0;;
2021-01-22;A.3.3.2;E16;0.083333333;0.195;;
2021-01-22;A.3.3.2;E17;0.083333333;0.195;;
2021-01-22;A.3.3.2;E18;0.1;0.234;;
2021-01-22;A.3.3.2;E19;0;0;;
2021-01-22;A.3.3.2;E20;1;2.34;;
2021-01-22;A.3.5.1;E04.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E04.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E04.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E04.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E04.P3.D31;1;0.19;;
2021-01-22;A.3.5.1;E04.P3.D32;1;0.19;;
2021-01-22;A.3.5.1;E04.P3.D33;1;0.19;;
2021-01-22;A.3.5.1;E05.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E05.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E05.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E05.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E06.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E06.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E06.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E06.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E09.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E09.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E09.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E09.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E10.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E10.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E10.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E10.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E10.P3.D31;1;0.19;;
2021-01-22;A.3.5.1;E10.P3.D32;1;0.19;;
2021-01-22;A.3.5.1;E10.P3.D33;1;0.19;;
2021-01-22;A.3.5.1;E10.P4.D34;1;0.19;;
2021-01-22;A.3.5.1;E10.P4.D41;1;0.19;;
2021-01-22;A.3.5.1;E10.P4.D42;1;0.19;;
2021-01-22;A.3.5.1;E10.P4.D43;1;0.19;;
2021-01-22;A.3.5.1;E10.P4.D44;1;0.19;;
2021-01-22;A.3.5.1;E11.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E11.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E11.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E11.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E11.P3.D31;1;0.19;;
2021-01-22;A.3.5.1;E11.P3.D32;1;0.19;;
2021-01-22;A.3.5.1;E11.P3.D33;1;0.19;;
2021-01-22;A.3.5.1;E11.P4.D34;1;0.19;;
2021-01-22;A.3.5.1;E11.P4.D41;1;0.19;;
2021-01-22;A.3.5.1;E11.P4.D42;1;0.19;;
2021-01-22;A.3.5.1;E11.P4.D43;1;0.19;;
2021-01-22;A.3.5.1;E11.P4.D44;1;0.19;;
2021-01-22;A.3.5.1;E12.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E12.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E12.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E12.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E12.P3.D31;1;0.19;;
2021-01-22;A.3.5.1;E12.P3.D32;1;0.19;;
2021-01-22;A.3.5.1;E12.P3.D33;1;0.19;;
2021-01-22;A.3.5.1;E12.P4.D34;1;0.19;;
2021-01-22;A.3.5.1;E12.P4.D41;1;0.19;;
2021-01-22;A.3.5.1;E12.P4.D42;1;0.19;;
2021-01-22;A.3.5.1;E12.P4.D43;1;0.19;;
2021-01-22;A.3.5.1;E12.P4.D44;1;0.19;;
2021-01-22;A.3.5.1;E20.P2.D21;1;0.19;;
2021-01-22;A.3.5.1;E20.P2.D22;1;0.19;;
2021-01-22;A.3.5.1;E20.P2.D23;1;0.19;;
2021-01-22;A.3.5.1;E20.P2.D24;1;0.19;;
2021-01-22;A.3.5.1;E20.P3.D31;1;0.19;;
2021-01-22;A.3.5.1;E20.P3.D32;1;0.19;;
2021-01-22;A.3.5.1;E20.P3.D33;1;0.19;;
2021-01-22;A.3.5.1;E20.P4.D34;1;0.19;;
2021-01-22;A.3.5.1;E20.P4.D41;1;0.19;;
2021-01-22;A.3.5.1;E20.P4.D42;1;0.19;;
2021-01-22;A.3.5.1;E20.P4.D43;1;0.19;;
2021-01-22;A.3.5.1;E20.P4.D44;1;0.19;;
2021-01-22;B.1.1;E01.L0;1;6.34675;;
2021-01-22;B.1.1;E01.L1;0;0;;
2021-01-22;B.1.1;E02.L1;0.5;6.34675;;
2021-01-22;B.1.1;E03.L1;0.5;6.34675;;
2021-01-22;B.1.1;E04.L1;1;12.6935;;
2021-01-22;B.1.1;E05.L1;1;12.6935;;
2021-01-22;B.1.1;E06.L1;1;12.6935;;
2021-01-22;B.1.1;E07.L1;0.75;9.520125;;
2021-01-22;B.1.1;E08.L1;0.75;9.520125;;
2021-01-22;B.1.1;E09.L1;0.75;9.520125;;
2021-01-22;B.1.1;E10.L1;1;12.6935;;
2021-01-22;B.1.1;E11.L1;1;12.6935;;
2021-01-22;B.1.1;E12.L1;1;12.6935;;
2021-01-22;B.1.1;E13.L1;0.7;8.88545;;
2021-01-22;B.1.1;E14.L0;1;6.34675;;
2021-01-22;B.1.1;E14.L1;0;0;;
2021-01-22;B.1.1;E15.L0;0;0;;
2021-01-22;B.1.1;E15.L1;0;0;;
2021-01-22;B.1.1;E16.L0;1;6.34675;;
2021-01-22;B.1.1;E16.L1;0;0;;
2021-01-22;B.1.1;E17.L0;1;6.34675;;
2021-01-22;B.1.1;E17.L1;0;0;;
2021-01-22;B.1.1;E18.L1;1;12.6935;;
2021-01-22;B.1.1;E19.L1;0.5;6.34675;;
2021-01-22;B.1.1;E20.L1;1;12.6935;;
2021-01-22;B.1.2;E01.L0;1;11.66125;;
2021-01-22;B.1.2;E01.L1;0;0;;
2021-01-22;B.1.2;E02.L1;0.7;16.32575;;
2021-01-22;B.1.2;E03.L1;0.7;16.32575;;
2021-01-22;B.1.2;E04.L1;1;23.3225;;
2021-01-22;B.1.2;E05.L1;1;23.3225;;
2021-01-22;B.1.2;E06.L1;1;23.3225;;
2021-01-22;B.1.2;E07.L1;1;23.3225;;
2021-01-22;B.1.2;E08.L1;1;23.3225;;
2021-01-22;B.1.2;E09.L1;1;23.3225;;
2021-01-22;B.1.2;E10.L1;1;23.3225;;
2021-01-22;B.1.2;E11.L1;1;23.3225;;
2021-01-22;B.1.2;E12.L1;1;23.3225;;
2021-01-22;B.1.2;E13.L1;0.7;16.32575;;
2021-01-22;B.1.2;E14.L0;1;11.66125;;
2021-01-22;B.1.2;E14.L1;0;0;;
2021-01-22;B.1.2;E15.L0;0;0;;
2021-01-22;B.1.2;E15.L1;0;0;;
2021-01-22;B.1.2;E16.L0;1;11.66125;;
2021-01-22;B.1.2;E16.L1;0;0;;
2021-01-22;B.1.2;E17.L0;1;11.66125;;
2021-01-22;B.1.2;E17.L1;0;0;;
2021-01-22;B.1.2;E18.L1;1;23.3225;;
2021-01-22;B.1.2;E19.L1;0.5;11.66125;;
2021-01-22;B.1.2;E20.L1;1;23.3225;;
2021-01-22;B.1.3;E01.L0;1;21.506;;
2021-01-22;B.1.3;E01.L1;0;0;;
2021-01-22;B.1.3;E02.L1;0;0;;
2021-01-22;B.1.3;E03.L1;0;0;;
2021-01-22;B.1.3;E04.L1;1;43.012;;
2021-01-22;B.1.3;E05.L1;1;43.012;;
2021-01-22;B.1.3;E06.L1;1;43.012;;
2021-01-22;B.1.3;E07.L1;1;43.012;;
2021-01-22;B.1.3;E08.L1;1;43.012;;
2021-01-22;B.1.3;E09.L1;1;43.012;;
2021-01-22;B.1.3;E10.L1;1;43.012;;
2021-01-22;B.1.3;E11.L1;1;43.012;;
2021-01-22;B.1.3;E12.L1;1;43.012;;
2021-01-22;B.1.3;E13.L1;0.7;30.1084;;
2021-01-22;B.1.3;E14.L0;1;21.506;;
2021-01-22;B.1.3;E14.L1;0;0;;
2021-01-22;B.1.3;E15.L0;0;0;;
2021-01-22;B.1.3;E15.L1;0;0;;
2021-01-22;B.1.3;E16.L0;1;21.506;;
2021-01-22;B.1.3;E16.L1;0;0;;
2021-01-22;B.1.3;E17.L0;1;21.506;;
2021-01-22;B.1.3;E17.L1;0;0;;
2021-01-22;B.1.3;E18.L1;1;43.012;;
2021-01-22;B.1.3;E19.L1;0.5;21.506;;
2021-01-22;B.1.3;E20.L1;1;43.012;;
2021-01-22;B.1.4;E01.L0;1;243.01575;;
2021-01-22;B.1.4;E01.L1;0;0;;
2021-01-22;B.1.4;E02.L1;0;0;;
2021-01-22;B.1.4;E03.L1;0;0;;
2021-01-22;B.1.4;E04.L1;1;486.0315;;
2021-01-22;B.1.4;E05.L1;1;486.0315;;
2021-01-22;B.1.4;E06.L1;1;486.0315;;
2021-01-22;B.1.4;E07.L1;1;486.0315;;
2021-01-22;B.1.4;E08.L1;1;486.0315;;
2021-01-22;B.1.4;E09.L1;1;486.0315;;
2021-01-22;B.1.4;E10.L1;1;486.0315;;
2021-01-22;B.1.4;E11.L1;1;486.0315;;
2021-01-22;B.1.4;E12.L1;1;486.0315;;
2021-01-22;B.1.4;E13.L1;0.7;340.22205;;
2021-01-22;B.1.4;E14.L0;1;243.01575;;
2021-01-22;B.1.4;E14.L1;0;0;;
2021-01-22;B.1.4;E15.L0;0;0;;
2021-01-22;B.1.4;E15.L1;0;0;;
2021-01-22;B.1.4;E16.L0;1;243.01575;;
2021-01-22;B.1.4;E16.L1;0;0;;
2021-01-22;B.1.4;E17.L0;1;243.01575;;
2021-01-22;B.1.4;E17.L1;0;0;;
2021-01-22;B.1.4;E18.L1;1;486.0315;;
2021-01-22;B.1.4;E19.L1;0.5;243.01575;;
2021-01-22;B.1.4;E20.L1;1;486.0315;;
2021-01-22;B.1.6;E01.L0;1;255.9645;;
2021-01-22;B.1.6;E01.L1;0;0;;
2021-01-22;B.1.6;E02.L1;0;0;;
2021-01-22;B.1.6;E03.L1;0;0;;
2021-01-22;B.1.6;E04.L1;1;511.929;;
2021-01-22;B.1.6;E05.L1;1;511.929;;
2021-01-22;B.1.6;E06.L1;1;511.929;;
2021-01-22;B.1.6;E07.L1;1;511.929;;
2021-01-22;B.1.6;E08.L1;1;511.929;;
2021-01-22;B.1.6;E09.L1;1;511.929;;
2021-01-22;B.1.6;E10.L1;1;511.929;;
2021-01-22;B.1.6;E11.L1;1;511.929;;
2021-01-22;B.1.6;E12.L1;1;511.929;;
2021-01-22;B.1.6;E13.L1;0.7;358.3503;;
2021-01-22;B.1.6;E14.L0;1;255.9645;;
2021-01-22;B.1.6;E14.L1;0;0;;
2021-01-22;B.1.6;E15.L0;0;0;;
2021-01-22;B.1.6;E15.L1;0;0;;
2021-01-22;B.1.6;E16.L0;1;255.9645;;
2021-01-22;B.1.6;E16.L1;0;0;;
2021-01-22;B.1.6;E17.L0;1;255.9645;;
2021-01-22;B.1.6;E17.L1;0;0;;
2021-01-22;B.1.6;E18.L1;1;511.929;;
2021-01-22;B.1.6;E19.L1;0.5;255.9645;;
2021-01-22;B.1.6;E20.L1;1;511.929;;
2021-01-22;B.1.7;E01.L0;1;207.17425;;
2021-01-22;B.1.7;E01.L1;0;0;;
2021-01-22;B.1.7;E02.L1;0;0;;
2021-01-22;B.1.7;E03.L1;0;0;;
2021-01-22;B.1.7;E04.L1;1;414.3485;;
2021-01-22;B.1.7;E05.L1;1;414.3485;;
2021-01-22;B.1.7;E06.L1;1;414.3485;;
2021-01-22;B.1.7;E07.L1;1;414.3485;;
2021-01-22;B.1.7;E08.L1;1;414.3485;;
2021-01-22;B.1.7;E09.L1;1;414.3485;;
2021-01-22;B.1.7;E10.L1;1;414.3485;;
2021-01-22;B.1.7;E11.L1;1;414.3485;;
2021-01-22;B.1.7;E12.L1;1;414.3485;;
2021-01-22;B.1.7;E13.L1;0.7;290.04395;;
2021-01-22;B.1.7;E14.L0;1;207.17425;;
2021-01-22;B.1.7;E14.L1;0;0;;
2021-01-22;B.1.7;E15.L0;0;0;;
2021-01-22;B.1.7;E15.L1;0;0;;
2021-01-22;B.1.7;E16.L0;1;207.17425;;
2021-01-22;B.1.7;E16.L1;0;0;;
2021-01-22;B.1.7;E17.L0;1;207.17425;;
2021-01-22;B.1.7;E17.L1;0;0;;
2021-01-22;B.1.7;E18.L1;1;414.3485;;
2021-01-22;B.1.7;E19.L1;0.5;207.17425;;
2021-01-22;B.1.7;E20.L1;1;414.3485;;
2021-01-22;B.3.1.1;E04.P1;1;152.092444;;
2021-01-22;B.3.1.1;E05.P1;1;152.092444;;
2021-01-22;B.3.1.1;E06.P1;1;152.092444;;
2021-01-22;B.3.1.1;E09.P1;1;152.092444;;
2021-01-22;B.3.1.1;E10.P1;1;152.092444;;
2021-01-22;B.3.1.1;E11.P1;1;152.092444;;
2021-01-22;B.3.1.1;E12.P1;1;152.092444;;
2021-01-22;B.3.1.1;E14.P0;1;76.046222;;
2021-01-22;B.3.1.1;E16.P0;1;76.046222;;
2021-01-22;B.3.1.1;E17.P0;1;76.046222;;
2021-01-22;B.3.1.1;E20.P1;1;152.092444;;
2021-01-22;B.3.1.2;E04.P1;1;194.830667;;
2021-01-22;B.3.1.2;E05.P1;1;194.830667;;
2021-01-22;B.3.1.2;E06.P1;1;194.830667;;
2021-01-22;B.3.1.2;E07.P1;1;194.830667;;
2021-01-22;B.3.1.2;E08.P1;0.5;97.4153335;;
2021-01-22;B.3.1.2;E09.P1;1;194.830667;;
2021-01-22;B.3.1.2;E10.P1;1;194.830667;;
2021-01-22;B.3.1.2;E11.P1;1;194.830667;;
2021-01-22;B.3.1.2;E12.P1;1;194.830667;;
2021-01-22;B.3.1.2;E14.P0;1;97.415333;;
2021-01-22;B.3.1.2;E16.P0;1;97.415333;;
2021-01-22;B.3.1.2;E17.P0;1;97.415333;;
2021-01-22;B.3.1.2;E18.P1;1;194.830667;;
2021-01-22;B.3.1.2;E20.P1;1;194.830667;;
2021-01-22;B.3.1.3;E04.P1;1;119.078667;;
2021-01-22;B.3.1.3;E05.P1;1;119.078667;;
2021-01-22;B.3.1.3;E06.P1;1;119.078667;;
2021-01-22;B.3.1.3;E09.P1;1;119.078667;;
2021-01-22;B.3.1.3;E10.P1;1;119.078667;;
2021-01-22;B.3.1.3;E11.P1;1;119.078667;;
2021-01-22;B.3.1.3;E12.P1;1;119.078667;;
2021-01-22;B.3.1.3;E14.P0;1;59.539333;;
2021-01-22;B.3.1.3;E16.P0;1;59.539333;;
2021-01-22;B.3.1.3;E17.P0;1;59.539333;;
2021-01-22;B.3.1.3;E20.P1;1;119.078667;;
2021-01-22;B.4.1.1;E04.P1;1;127.604364;;
2021-01-22;B.4.1.1;E04.P2;1;127.604364;;
2021-01-22;B.4.1.1;E05.P1;1;127.604364;;
2021-01-22;B.4.1.1;E06.P1;1;127.604364;;
2021-01-22;B.4.1.1;E09.P1;1;127.604364;;
2021-01-22;B.4.1.1;E09.P2;1;127.604364;;
2021-01-22;B.4.1.1;E10.P1;1;127.604364;;
2021-01-22;B.4.1.1;E10.P2;1;127.604364;;
2021-01-22;B.4.1.1;E10.P3;1;127.604364;;
2021-01-22;B.4.1.1;E10.P4;1;127.604364;;
2021-01-22;B.4.1.1;E11.P1;1;127.604364;;
2021-01-22;B.4.1.1;E11.P2;1;127.604364;;
2021-01-22;B.4.1.1;E11.P3;1;127.604364;;
2021-01-22;B.4.1.1;E11.P4;1;127.604364;;
2021-01-22;B.4.1.1;E12.P1;1;127.604364;;
2021-01-22;B.4.1.1;E12.P2;1;127.604364;;
2021-01-22;B.4.1.1;E12.P3;1;127.604364;;
2021-01-22;B.4.1.1;E12.P4;1;127.604364;;
2021-01-22;B.4.1.1;E20.P1;1;127.604364;;
2021-01-22;B.4.1.1;E20.P2;1;127.604364;;
2021-01-22;B.4.1.1;E20.P3;1;127.604364;;
2021-01-22;B.4.1.1;E20.P4;1;127.604364;;
2021-01-22;B.4.1.2;E04.P1;1;153.113333;;
2021-01-22;B.4.1.2;E04.P2;1;153.113333;;
2021-01-22;B.4.1.2;E05.P1;1;153.113333;;
2021-01-22;B.4.1.2;E06.P1;1;153.113333;;
2021-01-22;B.4.1.2;E09.P1;1;153.113333;;
2021-01-22;B.4.1.2;E09.P2;1;153.113333;;
2021-01-22;B.4.1.2;E10.P1;1;153.113333;;
2021-01-22;B.4.1.2;E10.P2;1;153.113333;;
2021-01-22;B.4.1.2;E10.P3;1;153.113333;;
2021-01-22;B.4.1.2;E10.P4;1;153.113333;;
2021-01-22;B.4.1.2;E11.P1;1;153.113333;;
2021-01-22;B.4.1.2;E11.P2;1;153.113333;;
2021-01-22;B.4.1.2;E11.P3;1;153.113333;;
2021-01-22;B.4.1.2;E11.P4;1;153.113333;;
2021-01-22;B.4.1.2;E12.P1;1;153.113333;;
2021-01-22;B.4.1.2;E12.P2;1;153.113333;;
2021-01-22;B.4.1.2;E12.P3;1;153.113333;;
2021-01-22;B.4.1.2;E12.P4;1;153.113333;;
2021-01-22;B.4.1.2;E20.P1;1;153.113333;;
2021-01-22;B.4.1.2;E20.P2;1;153.113333;;
2021-01-22;B.4.1.2;E20.P3;1;153.113333;;
2021-01-22;B.4.1.2;E20.P4;1;153.113333;;
2021-01-22;B.4.1.3;E04.P1;1;113.336848;;
2021-01-22;B.4.1.3;E04.P2;1;113.336848;;
2021-01-22;B.4.1.3;E05.P1;1;113.336848;;
2021-01-22;B.4.1.3;E06.P1;1;113.336848;;
2021-01-22;B.4.1.3;E09.P1;1;113.336848;;
2021-01-22;B.4.1.3;E09.P2;1;113.336848;;
2021-01-22;B.4.1.3;E10.P1;1;113.336848;;
2021-01-22;B.4.1.3;E10.P2;1;113.336848;;
2021-01-22;B.4.1.3;E10.P3;1;113.336848;;
2021-01-22;B.4.1.3;E10.P4;1;113.336848;;
2021-01-22;B.4.1.3;E11.P1;1;113.336848;;
2021-01-22;B.4.1.3;E11.P2;1;113.336848;;
2021-01-22;B.4.1.3;E11.P3;1;113.336848;;
2021-01-22;B.4.1.3;E11.P4;1;113.336848;;
2021-01-22;B.4.1.3;E12.P1;1;113.336848;;
2021-01-22;B.4.1.3;E12.P2;1;113.336848;;
2021-01-22;B.4.1.3;E12.P3;1;113.336848;;
2021-01-22;B.4.1.3;E12.P4;1;113.336848;;
2021-01-22;B.4.1.3;E20.P1;1;113.336848;;
2021-01-22;B.4.1.3;E20.P2;1;113.336848;;
2021-01-22;B.4.1.3;E20.P3;1;113.336848;;
2021-01-22;B.4.1.3;E20.P4;1;113.336848;;
2021-01-22;B.5.1.1;E04.P2;1;161.187;;
2021-01-22;B.5.1.1;E05.P2;1;161.187;;
2021-01-22;B.5.1.1;E06.P2;0.5;80.5935;;
2021-01-22;B.5.1.1;E09.P2;1;161.187;;
2021-01-22;B.5.1.1;E10.P2;1;161.187;;
2021-01-22;B.5.1.1;E10.P3;1;161.187;;
2021-01-22;B.5.1.1;E10.P4;1;161.187;;
2021-01-22;B.5.1.1;E11.P2;1;161.187;;
2021-01-22;B.5.1.1;E11.P3;1;161.187;;
2021-01-22;B.5.1.1;E11.P4;1;161.187;;
2021-01-22;B.5.1.1;E12.P2;1;161.187;;
2021-01-22;B.5.1.1;E12.P3;1;161.187;;
2021-01-22;B.5.1.1;E12.P4;1;161.187;;
2021-01-22;B.5.1.1;E20.P2;1;161.187;;
2021-01-22;B.5.1.1;E20.P3;1;161.187;;
2021-01-22;B.5.1.1;E20.P4;1;161.187;;
2021-01-22;B.5.1.2;E04.P2;1;205.595167;;
2021-01-22;B.5.1.2;E05.P2;1;205.595167;;
2021-01-22;B.5.1.2;E06.P2;0.5;102.7975835;;
2021-01-22;B.5.1.2;E09.P2;1;205.595167;;
2021-01-22;B.5.1.2;E10.P2;1;205.595167;;
2021-01-22;B.5.1.2;E10.P3;1;205.595167;;
2021-01-22;B.5.1.2;E10.P4;1;205.595167;;
2021-01-22;B.5.1.2;E11.P2;1;205.595167;;
2021-01-22;B.5.1.2;E11.P3;1;205.595167;;
2021-01-22;B.5.1.2;E11.P4;1;205.595167;;
2021-01-22;B.5.1.2;E12.P2;1;205.595167;;
2021-01-22;B.5.1.2;E12.P3;1;205.595167;;
2021-01-22;B.5.1.2;E12.P4;1;205.595167;;
2021-01-22;B.5.1.2;E20.P2;1;205.595167;;
2021-01-22;B.5.1.2;E20.P3;1;205.595167;;
2021-01-22;B.5.1.2;E20.P4;1;205.595167;;
2021-01-22;B.5.1.3;E04.P2;1;152.568;;
2021-01-22;B.5.1.3;E05.P2;1;152.568;;
2021-01-22;B.5.1.3;E06.P2;0.5;76.284;;
2021-01-22;B.5.1.3;E09.P2;1;152.568;;
2021-01-22;B.5.1.3;E10.P2;1;152.568;;
2021-01-22;B.5.1.3;E10.P3;1;152.568;;
2021-01-22;B.5.1.3;E10.P4;1;152.568;;
2021-01-22;B.5.1.3;E11.P2;1;152.568;;
2021-01-22;B.5.1.3;E11.P3;1;152.568;;
2021-01-22;B.5.1.3;E11.P4;1;152.568;;
2021-01-22;B.5.1.3;E12.P2;1;152.568;;
