ITEM;ELEMENTO_ID;AVANCE;;;MONTO;FECHA;;REL_MONTO;;TOTAL_INF;UNI_LINEA;CNT_LINEA;MONTO_LINEA;REL_LINEAS;REL_PORC_SUM;PORC_APL;dsc_item;dsc_elem
A.3.1.4;E19;0,5;;;;21-ene;;0,63;;12,6;20 edificios;NULL;0,63;20;20;1;Densidad maxima compactada seca;Edificio 19
A.3.1.4;E20;1;act;10 horm;;21-ene;;0,63;;12,6;20 edificios;NULL;0,63;20;20;1;Densidad maxima compactada seca;Edificio 20
A.3.3.1;E01;0,041666667;0,5;0,083333333;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 1
A.3.3.1;E02;0;0;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 2
A.3.3.1;E03;0;0;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 3
A.3.3.1;E04;0,5;5;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 4
A.3.3.1;E05;0,4;4;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 5
A.3.3.1;E06;0,35;3,5;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 6
A.3.3.1;E07;0;0;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 7
A.3.3.1;E08;0;0;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 8
A.3.3.1;E09;0,4;4;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 9
A.3.3.1;E10;1;10;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 10
A.3.3.1;E11;1;10;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 11
A.3.3.1;E12;1;10;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 12
A.3.3.1;E13;0;0;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 13
A.3.3.1;E14;0,083333333;1;0,083333333;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 14
A.3.3.1;E15;0;0;0,083333333;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 15
A.3.3.1;E16;0,083333333;1;0,083333333;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 16
A.3.3.1;E17;0,083333333;1;0,083333333;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 17
A.3.3.1;E18;0,1;1;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 18
A.3.3.1;E19;0;0;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 19
A.3.3.1;E20;1;10;0,1;;21-ene;;10,8225;;216,45;20 edificios;NULL;108,225;20;20;1;R Compresion;Edificio 20
A.3.3.2;E01;0,041666667;0,5;0,083333333;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 1
A.3.3.2;E02;0;0;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 2
A.3.3.2;E03;0;0;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 3
A.3.3.2;E04;0,5;5;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 4
A.3.3.2;E05;0,4;4;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 5
A.3.3.2;E06;0,35;3,5;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 6
A.3.3.2;E07;0;0;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 7
A.3.3.2;E08;0;0;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 8
A.3.3.2;E09;0,4;4;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 9
A.3.3.2;E10;1;10;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 10
A.3.3.2;E11;1;10;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 11
A.3.3.2;E12;1;10;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 12
A.3.3.2;E13;0;0;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 13
A.3.3.2;E14;0,083333333;1;0,083333333;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 14
A.3.3.2;E15;0;0;0,083333333;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 15
A.3.3.2;E16;0,083333333;1;0,083333333;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 16
A.3.3.2;E17;0,083333333;1;0,083333333;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 17
A.3.3.2;E18;0,1;1;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 18
A.3.3.2;E19;0;0;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 19
A.3.3.2;E20;1;10;0,1;;21-ene;;2,34;;46,8;20 edificios;NULL;2,34;20;20;1;Docilidad ;Edificio 20
A.3.5.1;E01.P0.D01;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 01
A.3.5.1;E01.P0.D02;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 02
A.3.5.1;E01.P1.D11;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 11
A.3.5.1;E01.P1.D12;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 12
A.3.5.1;E01.P1.D13;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 13
A.3.5.1;E01.P1.D14;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 14
A.3.5.1;E01.P2.D21;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 21
A.3.5.1;E01.P2.D22;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 22
A.3.5.1;E01.P2.D23;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 23
A.3.5.1;E01.P2.D24;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 24
A.3.5.1;E01.P3.D31;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 31
A.3.5.1;E01.P3.D32;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 32
A.3.5.1;E01.P3.D33;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 33
A.3.5.1;E01.P4.D34;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 34
A.3.5.1;E01.P4.D41;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 41
A.3.5.1;E01.P4.D42;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 42
A.3.5.1;E01.P4.D43;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 43
A.3.5.1;E01.P4.D44;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 44
A.3.5.1;E02.P1.D11;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 11
A.3.5.1;E02.P1.D12;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 12
A.3.5.1;E02.P1.D13;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 13
A.3.5.1;E02.P1.D14;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 14
A.3.5.1;E02.P2.D21;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 21
A.3.5.1;E02.P2.D22;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 22
A.3.5.1;E02.P2.D23;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 23
A.3.5.1;E02.P2.D24;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 24
A.3.5.1;E02.P3.D31;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 31
A.3.5.1;E02.P3.D32;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 32
A.3.5.1;E02.P3.D33;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 33
A.3.5.1;E02.P4.D34;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 34
A.3.5.1;E02.P4.D41;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 41
A.3.5.1;E02.P4.D42;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 42
A.3.5.1;E02.P4.D43;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 43
A.3.5.1;E02.P4.D44;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 44
A.3.5.1;E03.P1.D11;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 11
A.3.5.1;E03.P1.D12;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 12
A.3.5.1;E03.P1.D13;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 13
A.3.5.1;E03.P1.D14;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 14
A.3.5.1;E03.P2.D21;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 21
A.3.5.1;E03.P2.D22;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 22
A.3.5.1;E03.P2.D23;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 23
A.3.5.1;E03.P2.D24;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 24
A.3.5.1;E03.P3.D31;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 31
A.3.5.1;E03.P3.D32;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 32
A.3.5.1;E03.P3.D33;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 33
A.3.5.1;E03.P4.D34;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 34
A.3.5.1;E03.P4.D41;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 41
A.3.5.1;E03.P4.D42;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 42
A.3.5.1;E03.P4.D43;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 43
A.3.5.1;E03.P4.D44;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 44
A.3.5.1;E04.P1.D11;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 11
A.3.5.1;E04.P1.D12;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 12
A.3.5.1;E04.P1.D13;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 13
A.3.5.1;E04.P1.D14;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 14
A.3.5.1;E04.P2.D21;1;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 21
A.3.5.1;E04.P2.D22;1;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 22
A.3.5.1;E04.P2.D23;1;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 23
A.3.5.1;E04.P2.D24;1;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 24
A.3.5.1;E04.P3.D31;1;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 31
A.3.5.1;E04.P3.D32;1;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 32
A.3.5.1;E04.P3.D33;1;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 33
A.3.5.1;E04.P4.D34;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 34
A.3.5.1;E04.P4.D41;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 41
A.3.5.1;E04.P4.D42;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 42
A.3.5.1;E04.P4.D43;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 43
A.3.5.1;E04.P4.D44;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 44
A.3.5.1;E05.P1.D11;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 11
A.3.5.1;E05.P1.D12;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 12
A.3.5.1;E05.P1.D13;;;;;21-ene;;0,19;;62,7;330 deptos;NULL;0,19;330;330;1;Pruebas red agua potable;Depto 13
